53	1135	1
53	4691	-1
53	10306	-1
53	11017	-1
109	27088	1
151	15	1
151	509	1
151	949	1
151	1092	1
151	3264	1
151	3438	1
151	13644	1
151	13985	1
151	28576	1
183	11752	1
531	660	-1
531	1262	-1
531	13930	-1
531	16139	-1
531	17567	-1
531	20653	-1
563	1343	1
563	1958	1
563	4086	1
563	11666	1
627	531	-1
627	658	1
627	2879	1
627	7445	1
627	10756	-1
856	1064	-1
893	660	1
893	1319	1
893	19885	1
938	949	1
938	973	1
938	1068	1
938	7868	1
938	9826	1
949	125	1
973	658	1
973	1034	1
973	1148	1
973	1346	1
973	1570	1
973	3264	1
973	3352	1
973	3706	1
973	5175	1
973	5579	1
973	6352	1
973	39683	1
1034	973	1
1034	2267	1
1034	11017	1
1068	938	1
1068	7868	1
1099	723	1
1130	1068	1
1130	1099	1
1130	1148	1
1130	1346	1
1130	7445	1
1148	2267	-1
1148	2510	1
1148	4759	-1
1148	6850	-1
1229	8103	1
1319	660	1
1323	1958	1
1323	2015	1
1346	973	1
1346	2267	1
1351	1319	-1
1370	658	1
1370	660	1
1370	938	1
1370	5075	1
1383	1958	1
1563	1323	1
1570	1319	1
1570	2525	1
1570	2812	1
1570	3479	1
1570	6112	-1
1570	6850	-1
1658	125	-1
1658	18322	1
1751	9841	1
1751	11115	1
1923	627	1
1923	2919	1
1923	6434	1
1923	12314	1
1923	28044	1
1923	28049	1
1923	28082	1
1931	125	1
1931	949	1
2015	1323	1
2015	1653	-1
2015	2812	1
2267	1034	1
2267	1346	1
2467	15061	1
2510	949	1
2510	1135	-1
2510	1148	1
2785	938	1
2785	1343	-1
2785	1958	-1
2785	4391	-1
2785	34890	-1
2785	39683	-1
2785	40154	-1
2812	660	1
2812	6757	1
2812	17545	1
2885	3243	1
2913	5144	1
2913	5758	1
2919	125	1
2919	1923	-1
2919	6850	1
2972	723	1
2972	4779	1
2977	24781	1
3037	949	1
3037	26407	-1
3037	30258	-1
3270	658	1
3270	29922	-1
3397	531	-1
3438	531	-1
3501	7647	-1
3683	48204	1
3704	53	1
3704	2510	1
3704	5336	1
3725	949	1
3807	660	1
3807	4370	1
3807	5291	1
3854	13147	1
3888	658	1
3888	4128	1
4370	3704	1
4370	3807	1
4370	11363	1
4370	23872	1
4391	1856	-1
4391	2785	-1
4391	4486	-1
4391	4495	-1
4391	4537	-1
4391	4550	-1
4391	4555	-1
4391	4563	-1
4391	4599	-1
4391	4611	-1
4391	4640	-1
4646	4648	1
4648	4646	1
4682	15659	1
4691	6096	-1
4691	12862	1
4714	6352	1
4759	660	1
4759	695	1
4759	1319	1
4759	1688	1
4759	4537	1
4759	6434	-1
4759	13307	1
4759	16139	1
4779	1064	1
5069	531	-1
5069	3321	1
5069	6621	-1
5075	531	1
5075	660	1
5075	1370	-1
5075	5144	-1
5075	10529	-1
5077	509	1
5077	544	1
5077	5428	1
5101	723	1
5101	12953	-1
5144	8651	1
5175	531	1
5175	938	1
5175	973	1
5274	27996	-1
5291	949	1
5291	1370	1
5291	3264	1
5291	3807	1
5291	13644	1
5304	738	1
5315	660	1
5758	531	-1
5758	938	1
5758	2267	1
5758	2785	1
5758	4759	-1
5758	13644	-1
5758	17205	1
5831	660	1
5831	1958	1
5960	56	1
5960	2244	1
6096	1099	-1
6096	4691	-1
6096	33768	-1
6112	15	1
6112	660	1
6112	3725	1
6205	660	1
6205	11115	1
6205	20301	1
6352	563	1
6352	973	1
6352	2785	1
6352	3264	1
6352	40154	1
6418	658	-1
6418	938	-1
6418	1148	-1
6418	6192	-1
6434	948	1
6434	1034	1
6434	1923	-1
6434	2705	-1
6434	3264	1
6434	9826	-1
6434	21637	1
6434	25929	1
6757	2812	1
7449	723	1
7647	3501	-1
7681	125	1
7868	938	1
7868	1068	1
8526	1958	1
8526	6850	-1
8526	7485	1
8651	5144	-1
9443	56	1
9623	1148	1
9826	125	1
9826	938	1
9826	5144	1
9826	6434	-1
9826	11115	-1
10306	125	1
10306	949	1
10306	7681	1
10662	2054	-1
10756	627	-1
10872	17872	1
11017	1034	1
11017	3264	1
11115	9826	-1
11363	660	1
11363	4370	1
11449	48611	1
11483	531	-1
11752	56	1
11752	183	1
11752	2879	1
12068	660	1
12068	1370	1
12138	531	1
12138	2785	1
12314	125	1
12314	949	1
12314	1923	1
12326	2913	1
12326	27014	1
12956	1958	1
15061	384	1
15061	1034	1
15061	2467	1
15061	4845	1
15061	6112	1
15061	9056	1
15061	27352	1
15137	51736	1
15659	4682	1
15659	4684	1
15659	15651	1
15913	531	-1
15913	1092	1
15913	1370	1
15913	1688	-1
15913	2267	-1
15913	3264	1
15913	4779	-1
15913	32486	-1
15913	34825	-1
16185	61584	1
16190	5144	1
16644	660	1
17314	6924	1
17872	10872	1
18681	183	-1
18681	1034	-1
18681	3264	-1
18681	5101	-1
20134	1944	-1
20301	660	1
20301	1958	1
21637	531	1
21637	6434	1
23872	4370	1
23992	938	1
23992	5144	1
24404	3264	1
24781	2977	1
24781	5758	-1
24781	7970	1
24781	11115	1
26339	1958	1
26339	4145	1
27352	15061	1
27417	11606	-1
28044	1923	-1
28049	1923	-1
28297	1319	1
28861	16520	1
29917	3264	1
30195	531	-1
30195	658	1
30485	2244	1
30485	3706	1
30937	531	1
33009	5619	1
33382	531	-1
33762	125	1
35180	3101	-1
36278	8103	1
36468	660	1
37296	3352	-1
37398	660	1
38627	660	1
38627	3264	-1
39849	1958	1
40054	3292	1
40154	2879	1
40154	6352	1
40154	11568	1
40154	17509	1
40227	2812	1
40933	531	-1
40933	11115	-1
40933	37198	1
41169	13147	1
44644	1064	1
46823	660	1
51736	15137	1
60671	531	-1
61584	16185	1
62046	3270	-1
62254	4640	1
62254	5144	-1
69620	33382	1
70577	660	1
73467	1958	1
73495	1958	1
73509	1958	1
73519	1958	1
