15	7681	4
15	4611	6
15	1034	3
15	37398	3
15	12314	3
15	1563	6
15	4128	6
15	4640	6
15	544	4
15	15913	3
15	1068	4
15	6192	5
15	4145	6
15	563	4
15	5175	4
15	56	6
15	6205	3
15	12862	6
15	10306	3
15	1092	2
15	1099	6
15	4691	5
15	9826	4
15	11363	3
15	6757	4
15	17509	5
15	33382	4
15	13930	4
15	1130	5
15	4714	4
15	9841	6
15	627	4
15	36468	3
15	3704	4
15	3706	4
15	1148	4
15	125	3
15	21637	4
15	17545	4
15	28297	4
15	3725	2
15	658	4
15	660	2
15	151	1
15	4759	3
15	1688	4
15	12956	5
15	17567	4
15	13985	2
15	5291	3
15	20653	4
15	183	4
15	695	4
15	7868	4
15	3264	2
15	6850	3
15	5315	3
15	2244	6
15	3270	5
15	5831	3
15	24781	4
15	6352	3
15	723	5
15	15061	2
15	1751	5
15	5336	5
15	27352	3
15	40154	4
15	2267	4
15	11483	4
15	29917	3
15	3807	3
15	2785	4
15	9443	7
15	26339	5
15	38627	3
15	46823	3
15	4845	3
15	1262	4
15	3321	5
15	73467	5
15	2812	3
15	60671	4
15	39683	4
15	16644	3
15	11017	3
15	16139	4
15	4370	4
15	7445	5
15	30485	5
15	73495	5
15	3352	4
15	7449	6
15	6434	3
15	7970	5
15	40227	4
15	12068	3
15	73509	5
15	1319	3
15	1323	5
15	62254	5
15	73519	5
15	3888	5
15	11568	5
15	5428	4
15	1343	5
15	2879	5
15	23872	5
15	1856	6
15	1346	4
15	3397	4
15	5960	7
15	25929	4
15	13644	2
15	20301	3
15	37198	5
15	24404	3
15	856	6
15	1370	3
15	9056	3
15	1383	5
15	2919	4
15	11115	4
15	3438	2
15	893	3
15	384	3
15	1923	4
15	4486	6
15	1931	3
15	28044	5
15	4495	6
15	28049	5
15	11666	5
15	9623	5
15	28576	2
15	2977	5
15	2467	3
15	1958	4
15	39849	5
15	938	3
15	19885	4
15	70577	3
15	28082	5
15	948	4
15	949	2
15	23992	4
15	4537	4
15	4550	6
15	5579	4
15	4555	6
15	973	3
15	5069	4
15	2510	3
15	5075	3
15	4563	6
15	5077	3
15	3037	3
15	2015	4
15	6112	1
15	33762	4
15	40933	4
15	11752	5
15	33768	7
15	5101	4
15	30195	4
15	69620	5
15	4086	5
15	4599	6
15	13307	4
15	509	2
53	10756	6
53	34825	4
53	531	4
53	37398	5
53	1563	7
53	4640	6
53	1064	5
53	4145	7
53	30258	4
53	6205	5
53	34890	5
53	62046	6
53	11363	3
53	44644	6
53	6757	6
53	1130	4
53	1135	1
53	9841	6
53	36468	5
53	3704	1
53	1658	3
53	1148	3
53	17545	6
53	28297	6
53	2705	4
53	660	4
53	4759	4
53	1688	4
53	12953	5
53	12956	6
53	4779	4
53	695	5
53	5315	5
53	5831	5
53	24781	5
53	1751	5
53	5336	2
53	30937	5
53	3807	3
53	29922	6
53	26339	6
53	38627	3
53	32486	4
53	46823	5
53	18681	3
53	73467	6
53	2812	5
53	16644	5
53	16139	5
53	4370	2
53	6418	4
53	7445	5
53	73495	6
53	7970	6
53	40227	6
53	12068	5
53	73509	6
53	1319	5
53	4391	5
53	26407	4
53	1323	6
53	62254	5
53	73519	6
53	7485	6
53	1343	5
53	23872	3
53	20301	5
53	8526	5
53	1383	6
53	12138	5
53	11115	4
53	893	5
53	18322	4
53	9623	4
53	2972	5
53	2977	6
53	1958	5
53	39849	6
53	19885	6
53	37296	5
53	70577	5
53	4537	5
53	2510	2
53	6096	2
53	5075	5
53	6621	6
53	2015	6
53	13307	5
56	7681	7
56	1034	4
56	37398	6
56	5144	6
56	12314	5
56	1563	7
56	4128	6
56	544	8
56	1570	6
56	12326	7
56	15913	5
56	1068	6
56	6192	6
56	4145	7
56	563	5
56	6205	6
56	12862	8
56	10306	7
56	1092	6
56	34890	5
56	1099	6
56	4691	7
56	11363	6
56	6757	7
56	17509	4
56	33382	5
56	13930	5
56	1130	5
56	4714	5
56	627	3
56	36468	6
56	3706	4
56	1148	6
56	125	6
56	5758	5
56	17545	7
56	28297	7
56	3725	7
56	658	4
56	660	5
56	151	5
56	4759	6
56	12956	6
56	17567	5
56	13985	6
56	5291	5
56	20653	5
56	183	2
56	695	7
56	3264	4
56	6850	6
56	5315	6
56	2244	2
56	3270	5
56	5831	6
56	6352	4
56	723	5
56	15061	5
56	27352	6
56	40154	3
56	2267	5
56	11483	5
56	29917	5
56	3807	6
56	9443	1
56	26339	6
56	46823	6
56	4845	6
56	1262	5
56	3321	6
56	73467	6
56	2812	6
56	60671	5
56	39683	5
56	16644	6
56	11017	5
56	16139	5
56	4370	7
56	7445	4
56	30485	3
56	73495	6
56	3352	6
56	7449	6
56	10529	6
56	6434	5
56	40227	7
56	12068	6
56	73509	6
56	1319	6
56	4391	5
56	1323	6
56	73519	6
56	3888	5
56	11568	4
56	5428	8
56	17205	6
56	7485	7
56	16190	7
56	1343	5
56	2879	2
56	23872	8
56	1346	6
56	3397	5
56	5960	1
56	25929	6
56	13644	6
56	20301	6
56	8526	6
56	37198	6
56	24404	5
56	856	8
56	1370	5
56	9056	6
56	2913	6
56	1383	6
56	2919	5
56	3438	5
56	893	6
56	384	6
56	1923	4
56	27014	8
56	1931	7
56	28044	5
56	28049	5
56	11666	6
56	3479	7
56	9623	7
56	2972	6
56	28576	6
56	2467	6
